   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 concat.py:701(_maybe_check_integrity)
        1    0.000    0.000    0.006    0.006 concat.py:712(_make_concat_multiindex)
        2    0.000    0.000    0.000    0.000 concat.py:738(<genexpr>)
        1    0.000    0.000    0.000    0.000 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:104(OptionError)
        5    0.000    0.000    0.000    0.000 config.py:116(_get_single_key)
        5    0.000    0.000    0.000    0.000 config.py:134(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:209(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:212(__init__)
        1    0.000    0.000    0.000    0.000 config.py:255(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:256(__init__)
        5    0.000    0.000    0.000    0.000 config.py:260(__call__)
        1    0.000    0.000    0.000    0.000 config.py:419(option_context)
       70    0.000    0.000    0.001    0.000 config.py:452(register_option)
        5    0.000    0.000    0.000    0.000 config.py:578(_select_options)
        5    0.000    0.000    0.000    0.000 config.py:596(_get_root)
       10    0.000    0.000    0.000    0.000 config.py:610(_get_deprecated_option)
        5    0.000    0.000    0.000    0.000 config.py:637(_translate_key)
        5    0.000    0.000    0.000    0.000 config.py:649(_warn_if_deprecated)
       48    0.000    0.000    0.000    0.000 config.py:741(config_prefix)
        1    0.000    0.000    0.000    0.000 config.py:76(DeprecatedOption)
       72    0.000    0.000    0.000    0.000 config.py:771(wrap)
       70    0.000    0.000    0.001    0.000 config.py:772(inner)
        4    0.000    0.000    0.000    0.000 config.py:796(is_type_factory)
       23    0.000    0.000    0.000    0.000 config.py:810(inner)
        8    0.000    0.000    0.000    0.000 config.py:817(is_instance_factory)
        1    0.000    0.000    0.000    0.000 config.py:83(RegisteredOption)
        9    0.000    0.000    0.000    0.000 config.py:836(inner)
       20    0.000    0.000    0.000    0.000 config.py:843(is_one_of_factory)
       20    0.000    0.000    0.000    0.000 config.py:844(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:845(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:847(inner)
        9    0.000    0.000    0.000    0.000 config.py:860(is_nonnegative_int)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:295(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:637(register_plotting_backend_cb)
        2    0.000    0.000    0.023    0.011 connection.py:1(<module>)
       21    0.000    0.000    0.000    0.000 connection.py:101(_set_socket_options)
       21    0.000    0.000    0.000    0.000 connection.py:109(allowed_gai_family)
       21    0.000    0.000    0.001    0.000 connection.py:110(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:12(is_connection_dropped)
        1    0.000    0.000    0.000    0.000 connection.py:120(_has_ipv6)
       64    0.000    0.000    0.000    0.000 connection.py:127(host)
       21    0.000    0.000    0.000    0.000 connection.py:146(host)
       21    0.000    0.000    0.134    0.006 connection.py:156(_new_conn)
       21    0.000    0.000    0.000    0.000 connection.py:187(_is_using_tunnel)
       22    0.000    0.000    0.001    0.000 connection.py:203(putrequest)
      110    0.000    0.000    0.001    0.000 connection.py:216(putheader)
      220    0.000    0.000    0.000    0.000 connection.py:218(<genexpr>)
       22    0.000    0.000    0.005    0.000 connection.py:226(request)
       44    0.000    0.000    0.000    0.000 connection.py:232(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:276(HTTPSConnection)
       21    0.000    0.000    0.001    0.000 connection.py:292(__init__)
       21    0.000    0.000    0.000    0.000 connection.py:318(set_cert)
       21    0.001    0.000    1.309    0.062 connection.py:351(connect)
       21    0.001    0.000    0.134    0.006 connection.py:38(create_connection)
       21    0.000    0.000    0.004    0.000 connection.py:510(_match_hostname)
        1    0.000    0.000    0.000    0.000 connection.py:529(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:75(HTTPConnection)
        1    0.000    0.000    0.025    0.025 connectionpool.py:1(<module>)
       22    0.000    0.000    1.309    0.060 connectionpool.py:1004(_validate_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:104(HTTPConnectionPool)
       21    0.000    0.000    0.001    0.000 connectionpool.py:1054(_normalize_host)
       21    0.001    0.000    0.004    0.000 connectionpool.py:168(__init__)
       22    0.000    0.000    0.002    0.000 connectionpool.py:243(_get_conn)
       22    0.000    0.000    0.001    0.000 connectionpool.py:282(_put_conn)
       22    0.000    0.000    0.000    0.000 connectionpool.py:310(_validate_conn)
       44    0.000    0.000    0.000    0.000 connectionpool.py:320(_get_timeout)
       22    0.001    0.000    3.133    0.142 connectionpool.py:357(_make_request)
       21    0.021    0.001    0.028    0.001 connectionpool.py:479(close)
       22    0.001    0.000    3.151    0.143 connectionpool.py:518(urlopen)
        1    0.000    0.000    0.000    0.000 connectionpool.py:60(ConnectionPool)
       21    0.000    0.000    0.001    0.000 connectionpool.py:74(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:865(HTTPSConnectionPool)
       21    0.000    0.000    0.005    0.000 connectionpool.py:884(__init__)
       21    0.000    0.000    0.000    0.000 connectionpool.py:933(_prepare_conn)
       21    0.000    0.000    0.001    0.000 connectionpool.py:968(_new_conn)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
       98    0.000    0.000    0.000    0.000 constant.py:336(<lambda>)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:2936(<dictcomp>)
        1    0.000    0.000    0.000    0.000 constants.py:2940(DataLossWarning)
        1    0.000    0.000    0.000    0.000 constants.py:2945(_ReparseException)
        1    0.000    0.000    0.000    0.000 constants.py:522(<dictcomp>)
        1    0.000    0.000    0.000    0.000 constants.py:547(<dictcomp>)
        2    0.000    0.000    0.000    0.000 construction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construction.py:197(mgr_to_mgr)
    15336    0.010    0.000    0.048    0.000 construction.py:396(extract_array)
        1    0.000    0.000    0.001    0.001 construction.py:411(dict_to_mgr)
     7973    0.004    0.000    0.005    0.000 construction.py:458(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.000    0.000 construction.py:476(<listcomp>)
     4313    0.019    0.000    0.088    0.000 construction.py:494(sanitize_array)
        1    0.000    0.000    0.000    0.000 construction.py:574(_homogenize)
        2    0.000    0.000    0.000    0.000 construction.py:636(_sanitize_non_ordered)
     4312    0.004    0.000    0.006    0.000 construction.py:644(_sanitize_ndim)
      653    0.001    0.000    0.001    0.000 construction.py:683(_sanitize_str_dtypes)
     4312    0.001    0.000    0.001    0.000 construction.py:703(_maybe_repeat)
        1    0.000    0.000    0.000    0.000 construction.py:714(_try_cast)
     3659    0.026    0.000    0.098    0.000 construction.py:74(array)
        1    0.000    0.000    0.000    0.000 construction.py:97(arrays_to_mgr)
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:283(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:295(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:302(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:310(ForkServerContext)
        3    0.000    0.000    0.000    0.000 context.py:41(cpu_count)
       69    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
       69    0.000    0.000    0.000    0.000 contextlib.py:130(__enter__)
       69    0.000    0.000    0.001    0.000 contextlib.py:139(__exit__)
       25    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       69    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
      130    0.000    0.000    0.001    0.000 cookiejar.py:1227(vals_sorted_by_key)
      130    0.000    0.000    0.001    0.000 cookiejar.py:1231(deepvalues)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1249(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
       86    0.001    0.000    0.001    0.000 cookiejar.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1274(set_policy)
       22    0.000    0.000    0.000    0.000 cookiejar.py:1295(_cookies_for_request)
       22    0.000    0.000    0.000    0.000 cookiejar.py:1302(_cookie_attrs)
       22    0.000    0.000    0.001    0.000 cookiejar.py:1361(add_cookie_header)
       46    0.000    0.000    0.001    0.000 cookiejar.py:1604(make_cookies)
       46    0.000    0.000    0.002    0.000 cookiejar.py:1685(extract_cookies)
       22    0.000    0.000    0.000    0.000 cookiejar.py:1739(clear_expired_cookies)
      130    0.000    0.000    0.000    0.000 cookiejar.py:1758(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1779(LoadError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1781(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1864(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1984(MozillaCookieJar)
       68    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 cookiejar.py:744(Cookie)
        1    0.000    0.000    0.000    0.000 cookiejar.py:842(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
       86    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
       46    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
       92    0.000    0.000    0.000    0.000 cookies.py:117(info)
       46    0.000    0.000    0.004    0.000 cookies.py:124(extract_cookies_to_jar)
       22    0.000    0.000    0.002    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 cookies.py:145(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
       68    0.000    0.000    0.003    0.000 cookies.py:35(__init__)
       44    0.000    0.000    0.000    0.000 cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
        1    0.000    0.000    0.000    0.000 cookies.py:435(get_policy)
        1    0.000    0.000    0.000    0.000 cookies.py:440(_copy_cookie_jar)
        1    0.000    0.000    0.000    0.000 cookies.py:460(BaseCookie)
       64    0.000    0.000    0.002    0.000 cookies.py:521(cookiejar_from_dict)
       64    0.000    0.000    0.001    0.000 cookies.py:534(<listcomp>)
       43    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 cookies.py:600(SimpleCookie)
       22    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
       11    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        3    0.000    0.000    0.005    0.002 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:12(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
       44    0.000    0.000    0.000    0.000 core.py:132(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 core.py:149(MAError)
        1    0.000    0.000    0.000    0.000 core.py:157(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:17(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:19(where)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
